ch,site,value
5.0,337610.0,0.146
5.0,188907.0,0.833
5.0,158217.0,1.6
5.0,415962.0,2.134
5.0,65691.0,1.589
5.0,330035.0,0.888
5.0,499770.0,1.246
5.0,332806.0,1.955
5.0,161161.0,2.36
5.0,106253.0,0.822
5.0,92436.0,0.88
5.0,343883.0,1.773
5.0,338928.0,2.79
5.0,525499.0,0.921
5.0,206416.0,1.362
5.0,335769.0,1.62
5.0,66339.0,0.827
5.0,29209.0,0.559
5.0,282804.0,1.835
5.0,341225.0,1.728
5.0,206466.0,1.667
5.0,232178.0,0.124
5.0,219848.0,0.959
5.0,419602.0,0.641
5.0,241815.0,0.139
5.0,391473.0,1.134
5.0,53191.0,1.14
5.0,152302.0,1.038
5.0,40804.0,1.787
5.0,256721.0,0.497
5.0,536637.0,1.124
5.0,264630.0,0.193
5.0,342394.0,0.688
5.0,380274.0,0.76
5.0,95631.0,1.668
5.0,38297.0,1.876
5.0,433703.0,0.602
5.0,199599.0,0.481
5.0,560398.0,0.178
5.0,240305.0,1.219
5.0,95890.0,3.015
5.0,254766.0,1.008
5.0,200286.0,1.695
5.0,407997.0,0.633
5.0,560942.0,1.698
5.0,168184.0,0.953
5.0,384464.0,0.729
5.0,191071.0,1.042
5.0,539958.0,0.866
5.0,93812.0,0.498
5.0,395237.0,0.287
5.0,512409.0,0.382
5.0,70741.0,1.906
5.0,532550.0,3.166
5.0,226914.0,0.194
5.0,457263.0,1.666
5.0,346821.0,0.896
5.0,387385.0,0.775
5.0,90123.0,2.311
5.0,145258.0,0.567
5.0,26219.0,1.512
5.0,376486.0,1.572
5.0,91816.0,2.278
5.0,163597.0,1.426
5.0,437103.0,0.0782
5.0,199177.0,1.063
5.0,10360.0,0.187
5.0,294949.0,0.987
5.0,400219.0,1.937
5.0,248222.0,1.744
5.0,271407.0,0.916
5.0,8522.0,0.467
5.0,53216.0,1.086
5.0,471290.0,1.034
5.0,223431.0,0.698
5.0,178166.0,0.887
5.0,413751.0,0.428
5.0,391554.0,0.97
5.0,440023.0,0.327
5.0,308233.0,0.31
5.0,219187.0,1.764
5.0,165942.0,0.372
5.0,472237.0,1.402
5.0,211301.0,1.597
5.0,413322.0,0.116
5.0,505476.0,1.895
5.0,25138.0,0.42
5.0,367582.0,1.862
5.0,139882.0,0.156
5.0,123777.0,1.036
5.0,23813.0,1.275
5.0,80765.0,2.023
5.0,44501.0,0.55
5.0,455051.0,0.224
5.0,409643.0,0.457
5.0,364413.0,0.915
5.0,499893.0,0.579
5.0,295791.0,1.45
5.0,308516.0,0.83
5.0,358924.0,1.374
5.0,195789.0,2.554
5.0,208869.0,0.421
5.0,102173.0,2.248
5.0,259031.0,0.543
5.0,520567.0,1.087
5.0,39627.0,1.55
5.0,484394.0,0.303
5.0,226909.0,0.209
5.0,39334.0,1.301
5.0,567441.0,0.249
5.0,308935.0,0.7
5.0,378709.0,0.0782
5.0,246535.0,0.45
5.0,203751.0,1.398
5.0,57088.0,0.724
5.0,248020.0,3.105
5.0,185887.0,0.645
5.0,518008.0,0.466
5.0,54760.0,0.489
5.0,316731.0,0.138
5.0,49928.0,1.267
5.0,407543.0,0.845
5.0,8122.0,0.242
5.0,248723.0,0.146
5.0,297605.0,1.466
5.0,350193.0,2.026
5.0,222566.0,0.73
5.0,563594.0,0.147
5.0,102540.0,1.1
5.0,220765.0,0.924
5.0,201161.0,1.779
5.0,395860.0,2.187
5.0,261145.0,0.419
5.0,48394.0,0.478
5.0,462258.0,0.168
5.0,374505.0,0.6
5.0,278964.0,1.424
5.0,168931.0,0.649
5.0,500928.0,1.434
5.0,387014.0,1.143
5.0,334741.0,2.96
5.0,101677.0,0.0474
5.0,172786.0,1.325
5.0,49088.0,0.82
5.0,259197.0,1.292
5.0,61521.0,0.294
5.0,188506.0,0.326
5.0,76813.0,1.078
5.0,301193.0,1.582
5.0,24284.0,0.649
5.0,386134.0,0.216
5.0,101035.0,2.134
5.0,285818.0,1.2
5.0,77411.0,1.266
5.0,480828.0,0.669
5.0,279514.0,1.566
5.0,53310.0,0.302
5.0,229151.0,1.032
5.0,504301.0,2.116
5.0,349797.0,2.192
5.0,255520.0,0.319
5.0,461036.0,1.26
5.0,95591.0,1.437
5.0,413937.0,1.801
5.0,232407.0,0.319
5.0,145113.0,1.221
5.0,68504.0,2.69
5.0,53993.0,0.467
5.0,489081.0,0.575
5.0,342970.0,1.283
5.0,418540.0,0.208
5.0,287932.0,0.172
5.0,52416.0,0.0311
5.0,230068.0,2.263
5.0,507234.0,0.476
5.0,198606.0,0.0314
5.0,145634.0,0.187
5.0,427395.0,1.325
5.0,129314.0,1.117
5.0,329144.0,3.549
5.0,89052.0,1.112
5.0,468026.0,0.8
5.0,335473.0,2.63
5.0,386173.0,0.315
5.0,350963.0,2.119
5.0,232660.0,1.042
5.0,403767.0,1.399
5.0,480153.0,0.926
5.0,332446.0,0.576
5.0,394827.0,0.971
5.0,160084.0,2.012
5.0,564787.0,0.101
5.0,477094.0,0.767
5.0,268401.0,0.317
5.0,555521.0,0.317
5.0,226497.0,1.018
5.0,255854.0,0.787
5.0,274223.0,0.267
5.0,325042.0,1.325
5.0,169016.0,0.225
5.0,111069.0,0.584
5.0,531479.0,0.457
5.0,96153.0,1.241
5.0,542569.0,1.387
5.0,353983.0,0.374
5.0,341085.0,1.1
5.0,286428.0,1.994
5.0,48860.0,0.241
5.0,83500.0,2.547
5.0,77995.0,0.619
5.0,464995.0,0.348
5.0,91286.0,2.327
5.0,25259.0,1.055
5.0,73886.0,2.726
5.0,365358.0,0.915
5.0,547777.0,2.45
5.0,292846.0,0.488
5.0,337999.0,1.792
5.0,501901.0,0.768
5.0,530989.0,0.744
5.0,313031.0,2.215
5.0,489269.0,1.376
5.0,56715.0,2.319
5.0,557864.0,0.437
5.0,389420.0,1.049
5.0,388998.0,1.002
5.0,210141.0,1.737
5.0,386932.0,0.717
5.0,196012.0,1.127
5.0,513616.0,0.341
5.0,348694.0,1.248
5.0,491236.0,1.66
5.0,472394.0,1.24
5.0,467441.0,1.22
5.0,190541.0,1.915
5.0,392955.0,0.757
5.0,310201.0,0.932
5.0,28902.0,0.631
5.0,385055.0,0.0859
5.0,214145.0,1.561
5.0,469114.0,3.16
5.0,512457.0,0.406
5.0,179659.0,0.505
5.0,259291.0,2.257
5.0,344298.0,0.329
5.0,546957.0,2.236
5.0,103100.0,0.872
5.0,188883.0,1.051
5.0,403019.0,1.015
5.0,156395.0,0.858
5.0,239712.0,0.769
5.0,60101.0,1.515
5.0,382089.0,0.335
5.0,79061.0,2.15
5.0,467009.0,0.615
5.0,185916.0,0.585
5.0,40629.0,1.562
5.0,423557.0,0.162
5.0,197556.0,1.293
5.0,366552.0,0.714
5.0,58516.0,1.331
5.0,9542.0,0.287
5.0,463832.0,1.008
5.0,421936.0,0.547
5.0,233179.0,0.24
5.0,154184.0,0.249
5.0,563347.0,0.382
5.0,76972.0,1.162
5.0,530377.0,0.8
5.0,557757.0,0.366
5.0,125097.0,0.648
5.0,133286.0,1.754
5.0,407814.0,0.92
5.0,436965.0,0.985
5.0,329038.0,1.22
5.0,256787.0,0.604
5.0,185103.0,1.46
5.0,132121.0,1.032
5.0,259987.0,1.096
5.0,563758.0,0.52
5.0,169355.0,0.271
5.0,260827.0,0.725
5.0,231397.0,1.558
5.0,473313.0,2.708
5.0,29263.0,0.644
5.0,192406.0,1.464
5.0,194864.0,0.764
5.0,528742.0,0.248
5.0,181155.0,0.789
5.0,120357.0,0.233
5.0,225325.0,0.0314
5.0,268891.0,0.607
5.0,432695.0,1.334
5.0,159545.0,1.938
5.0,339794.0,0.0553
5.0,160552.0,0.861
5.0,122595.0,0.605
5.0,518058.0,0.497
5.0,416075.0,0.512
5.0,268548.0,0.684
5.0,104882.0,0.417
5.0,7737.0,0.58
5.0,214418.0,1.288
5.0,364683.0,2.425
5.0,143179.0,0.975
5.0,18584.0,0.903
5.0,96943.0,0.382
5.0,169648.0,0.459
5.0,348585.0,0.497
5.0,157838.0,0.87
5.0,82607.0,0.655
5.0,172140.0,0.441
5.0,210169.0,1.667
5.0,564577.0,0.146
5.0,83715.0,1.922
5.0,32576.0,1.086
5.0,265660.0,1.395
5.0,234819.0,0.695
5.0,491065.0,0.657
5.0,102519.0,1.147
5.0,109072.0,0.217
5.0,193599.0,1.585
5.0,462125.0,1.15
5.0,410462.0,0.982
5.0,179241.0,0.321
5.0,122502.0,0.88
5.0,436603.0,1.057
5.0,502827.0,1.416
5.0,358053.0,0.238
5.0,66873.0,0.612
5.0,170274.0,1.769
5.0,273217.0,0.847
5.0,507914.0,0.714
5.0,349497.0,1.597
5.0,10841.0,0.543
5.0,343661.0,1.727
5.0,390252.0,0.0631
5.0,317922.0,0.807
5.0,321281.0,1.129
5.0,566173.0,2.085
5.0,276868.0,1.0
5.0,10111.0,0.955
5.0,404073.0,0.488
5.0,381397.0,0.867
5.0,475013.0,1.653
5.0,386184.0,0.323
5.0,403004.0,1.039
5.0,271042.0,0.902
5.0,96607.0,0.0934
5.0,324945.0,1.841
5.0,209929.0,1.639
5.0,170299.0,1.971
5.0,516813.0,1.401
5.0,46346.0,0.561
5.0,110508.0,0.256
5.0,533858.0,1.259
5.0,72461.0,0.981
5.0,514999.0,1.202
5.0,227708.0,0.21
5.0,41598.0,0.739
5.0,305264.0,1.584
5.0,128437.0,0.31
5.0,369291.0,0.975
5.0,190911.0,0.383
5.0,388006.0,0.459
5.0,34341.0,0.769
5.0,567829.0,1.867
5.0,66652.0,2.029
5.0,254097.0,1.096
5.0,103280.0,1.34
5.0,224213.0,0.595
5.0,405800.0,1.294
5.0,156114.0,0.0155
5.0,352407.0,1.046
5.0,568182.0,1.321
5.0,336891.0,3.169
5.0,258626.0,0.257
5.0,178123.0,0.994
5.0,164333.0,0.115
5.0,273092.0,1.27
5.0,169935.0,0.443
5.0,115485.0,0.382
5.0,484115.0,1.599
5.0,465299.0,0.341
5.0,24940.0,1.017
5.0,54705.0,0.435
5.0,94672.0,0.832
5.0,313343.0,1.594
5.0,206338.0,0.886
5.0,320380.0,0.71
5.0,415382.0,0.287
5.0,333367.0,1.505
5.0,77213.0,0.304
5.0,345424.0,0.126
5.0,73701.0,0.475
5.0,167092.0,0.216
5.0,509503.0,1.945
5.0,69652.0,0.749
5.0,163488.0,1.507
5.0,372037.0,0.286
5.0,103745.0,1.633
5.0,228474.0,0.669
5.0,486071.0,0.303
5.0,203290.0,1.417
5.0,180652.0,0.901
5.0,99285.0,1.817
5.0,560152.0,0.976
5.0,284347.0,0.0761
5.0,516933.0,0.989
5.0,300462.0,1.495
5.0,84181.0,1.612
5.0,399129.0,0.845
5.0,558289.0,0.914
5.0,152931.0,0.411
5.0,367517.0,2.208
5.0,58663.0,1.94
5.0,261052.0,0.117
5.0,215200.0,1.13
5.0,486444.0,0.746
5.0,451972.0,0.567
5.0,528342.0,0.795
5.0,396697.0,0.316
5.0,25183.0,0.568
5.0,317305.0,1.731
5.0,256997.0,1.072
5.0,393611.0,1.752
5.0,470238.0,0.529
5.0,398140.0,1.878
5.0,331272.0,0.624
5.0,15370.0,0.506
5.0,548800.0,1.629
5.0,125967.0,1.594
5.0,417369.0,1.301
5.0,312586.0,0.473
5.0,224634.0,0.95
5.0,236563.0,2.124
5.0,429485.0,1.379
5.0,465691.0,0.227
5.0,175001.0,2.591
5.0,477042.0,0.451
5.0,141685.0,0.14
5.0,534011.0,1.607
5.0,513449.0,0.834
5.0,538076.0,0.627
5.0,338482.0,0.754
5.0,564433.0,0.946
5.0,133129.0,0.476
5.0,151356.0,0.263
5.0,374573.0,0.14
5.0,305601.0,0.951
5.0,174031.0,1.422
5.0,405983.0,1.032
5.0,258089.0,0.218
5.0,94929.0,1.205
5.0,53881.0,0.256
5.0,536100.0,0.17
5.0,349926.0,0.977
5.0,134992.0,0.617
5.0,334303.0,1.635
5.0,262570.0,0.0928
5.0,528156.0,0.527
5.0,65276.0,0.0231
5.0,536622.0,1.131
5.0,224168.0,0.341
5.0,360883.0,0.665
5.0,235363.0,0.921
5.0,540420.0,0.278
5.0,149137.0,1.115
5.0,512275.0,0.216
5.0,134903.0,0.966
5.0,325122.0,2.348
5.0,17525.0,1.56
5.0,309793.0,0.465
5.0,507542.0,0.685
5.0,477601.0,0.521
5.0,422497.0,0.856
5.0,352670.0,0.809
5.0,97003.0,0.35
5.0,70603.0,1.249
5.0,252508.0,1.589
5.0,538049.0,0.571
5.0,150941.0,0.932
5.0,469982.0,0.513
5.0,335908.0,1.229
5.0,309748.0,0.435
5.0,367415.0,0.558
5.0,559946.0,1.462
5.0,441717.0,0.559
5.0,372631.0,0.39
5.0,431198.0,0.654
5.0,75685.0,0.396
5.0,200191.0,0.18
5.0,43205.0,2.044
5.0,477676.0,0.147
5.0,253570.0,1.043
5.0,367204.0,2.039
5.0,316833.0,0.398
5.0,430014.0,0.78
5.0,555957.0,1.196
5.0,525113.0,1.507
5.0,183906.0,2.095
5.0,192106.0,1.206
5.0,249272.0,0.466
5.0,450454.0,0.484
5.0,530724.0,0.738
5.0,390304.0,0.156
5.0,329106.0,3.53
5.0,285920.0,0.947
5.0,42777.0,2.648
5.0,370509.0,0.984
5.0,474035.0,1.06
5.0,541331.0,0.468
5.0,124833.0,1.021
5.0,367675.0,1.81
5.0,534528.0,0.701
5.0,311693.0,1.945
5.0,52207.0,0.467
5.0,198294.0,0.685
5.0,180188.0,0.387
5.0,320146.0,0.461
5.0,249288.0,0.341
5.0,347108.0,0.592
5.0,89450.0,3.31
5.0,484295.0,0.653
5.0,151893.0,0.803
5.0,283852.0,0.395
5.0,12854.0,0.882
5.0,568685.0,1.696
5.0,472638.0,0.961
5.0,464204.0,3.002
5.0,212297.0,0.644
5.0,470910.0,1.603
5.0,63306.0,0.888
5.0,60775.0,1.248
5.0,15051.0,0.332
5.0,274890.0,1.079
5.0,268393.0,0.232
5.0,383590.0,0.559
5.0,69352.0,0.682
5.0,480902.0,0.327
5.0,71036.0,1.307
5.0,182384.0,0.309
5.0,230062.0,2.154
5.0,457095.0,0.601
5.0,274950.0,0.459
5.0,535968.0,0.304
5.0,326610.0,1.382
5.0,297118.0,1.001
5.0,333254.0,2.122
5.0,99169.0,1.153
5.0,261495.0,0.261
5.0,561896.0,1.112
5.0,371386.0,0.457
5.0,344365.0,0.344
5.0,305647.0,0.295
5.0,559387.0,1.028
5.0,249046.0,0.148
5.0,326062.0,0.14
5.0,538674.0,1.057
5.0,347118.0,0.601
5.0,201345.0,1.934
5.0,353450.0,2.379
5.0,454930.0,0.613
5.0,282692.0,0.497
5.0,461345.0,1.17
5.0,567887.0,1.589
5.0,39310.0,1.272
5.0,488826.0,0.386
5.0,93087.0,1.959
5.0,80792.0,2.108
5.0,32346.0,0.918
5.0,50618.0,0.383
5.0,282246.0,0.647
5.0,412361.0,1.82
5.0,538548.0,0.465
5.0,105232.0,0.387
5.0,437403.0,0.272
5.0,176531.0,0.313
5.0,372702.0,0.389
5.0,455229.0,0.561
5.0,174909.0,1.547
5.0,48815.0,0.179
5.0,353768.0,1.142
5.0,194146.0,1.01
5.0,551643.0,0.472
5.0,319288.0,0.42
5.0,265913.0,0.286
5.0,457847.0,0.319
5.0,406166.0,0.763
5.0,380016.0,1.162
5.0,456292.0,0.403
5.0,518301.0,1.718
5.0,331042.0,0.42
5.0,178213.0,0.8
5.0,366051.0,0.873
5.0,475487.0,1.497
5.0,201841.0,2.744
5.0,560983.0,1.597
5.0,249049.0,0.156
5.0,16761.0,1.888
5.0,154779.0,0.883
5.0,476714.0,0.972
5.0,329400.0,1.248
5.0,413826.0,0.52
5.0,370673.0,0.926
5.0,200020.0,0.607
5.0,208944.0,0.527
5.0,31340.0,0.451
5.0,95125.0,1.099
5.0,202852.0,0.636
5.0,194447.0,1.208
5.0,280143.0,1.71
5.0,560746.0,1.275
5.0,467607.0,0.95
5.0,491607.0,0.265
5.0,228517.0,0.811
5.0,109494.0,1.457
5.0,157698.0,0.107
5.0,548059.0,0.543
5.0,70786.0,1.278
5.0,271337.0,1.233
5.0,351969.0,0.713
5.0,465245.0,0.356
5.0,134656.0,2.626
5.0,404683.0,0.442
5.0,118787.0,3.432
5.0,505278.0,0.209
5.0,76254.0,0.853
5.0,9063.0,0.358
5.0,155021.0,0.684
5.0,279305.0,2.173
5.0,256035.0,0.967
5.0,467201.0,1.365
5.0,150820.0,1.378
5.0,304017.0,1.002
5.0,133184.0,1.328
5.0,58997.0,0.658
5.0,254849.0,1.218
5.0,392739.0,0.42
5.0,328575.0,1.371
5.0,503782.0,2.201
5.0,172869.0,2.94
5.0,321982.0,0.819
5.0,216474.0,0.655
5.0,419631.0,0.508
5.0,171037.0,1.541
5.0,45924.0,0.282
5.0,301916.0,1.01
5.0,186819.0,1.949
5.0,353108.0,1.015
5.0,131358.0,0.591
5.0,370636.0,0.678
5.0,537496.0,1.195
5.0,463235.0,1.119
5.0,436697.0,0.366
5.0,150014.0,0.282
5.0,404581.0,0.294
5.0,152737.0,0.606
5.0,77272.0,0.55
5.0,321709.0,0.746
5.0,104683.0,0.789
5.0,553861.0,2.19
5.0,263002.0,0.982
5.0,193461.0,1.207
5.0,503480.0,2.489
5.0,179184.0,0.571
5.0,332173.0,0.844
5.0,213283.0,0.177
5.0,214835.0,0.677
5.0,173315.0,0.396
5.0,91716.0,1.431
5.0,479651.0,0.21
5.0,546273.0,1.622
5.0,186749.0,0.561
5.0,183611.0,0.647
5.0,311434.0,1.777
5.0,174723.0,0.841
5.0,251498.0,0.289
5.0,461719.0,1.419
5.0,295357.0,0.652
5.0,422704.0,0.873
5.0,114568.0,0.31
5.0,370188.0,1.009
5.0,298000.0,0.382
5.0,157983.0,0.812
5.0,413802.0,0.357
5.0,187077.0,2.05
5.0,429422.0,0.926
5.0,189832.0,1.032
5.0,120945.0,1.253
5.0,499817.0,1.256
5.0,476450.0,0.822
5.0,163289.0,0.993
5.0,318401.0,0.209
5.0,431027.0,0.161
5.0,565137.0,0.546
5.0,564221.0,0.748
5.0,410520.0,0.958
5.0,252957.0,1.024
5.0,191332.0,0.982
5.0,483501.0,1.527
5.0,550723.0,0.171
5.0,60991.0,0.294
5.0,343719.0,0.38
5.0,555045.0,0.655
5.0,285672.0,2.124
5.0,337100.0,1.152
5.0,358672.0,0.602
5.0,534896.0,0.639
5.0,152233.0,1.06
5.0,542905.0,0.865
5.0,355492.0,0.542
5.0,400575.0,1.841
5.0,513815.0,1.637
5.0,532290.0,2.645
5.0,432942.0,0.141
5.0,122257.0,2.123
5.0,528032.0,0.589
5.0,307867.0,0.586
5.0,347758.0,0.52
5.0,177683.0,0.982
5.0,303163.0,0.431
5.0,519888.0,0.774
5.0,51082.0,0.335
5.0,257227.0,1.515
5.0,169888.0,0.366
5.0,470558.0,0.297
5.0,499325.0,0.893
5.0,393768.0,0.356
5.0,469178.0,3.292
5.0,212161.0,0.46
5.0,43003.0,1.674
5.0,340313.0,2.163
5.0,557360.0,0.567
5.0,324433.0,0.53
5.0,551860.0,0.539
5.0,546702.0,1.085
5.0,567948.0,1.031
5.0,504343.0,1.329
5.0,33971.0,0.24
5.0,475047.0,1.659
5.0,329410.0,1.128
5.0,305402.0,1.664
5.0,520094.0,2.001
5.0,44058.0,1.923
5.0,229420.0,1.206
5.0,94033.0,0.273
5.0,535456.0,1.063
5.0,110950.0,0.179
5.0,455121.0,0.124
5.0,195179.0,1.633
5.0,564199.0,0.755
5.0,233570.0,0.639
5.0,16275.0,0.841
5.0,406240.0,0.593
5.0,197010.0,0.878
5.0,14001.0,0.667
5.0,195417.0,1.937
5.0,509541.0,1.368
5.0,203619.0,0.746
5.0,48668.0,2.098
5.0,256980.0,1.189
5.0,50396.0,0.747
5.0,472146.0,1.841
5.0,57192.0,1.834
5.0,358138.0,1.645
5.0,164401.0,0.1
5.0,127413.0,1.73
5.0,192321.0,1.229
5.0,236972.0,1.749
5.0,65667.0,1.675
5.0,331035.0,0.42
5.0,302408.0,0.272
5.0,380873.0,1.002
5.0,74800.0,1.267
5.0,477867.0,0.309
5.0,202585.0,1.972
5.0,183719.0,0.29
5.0,420849.0,0.309
5.0,459827.0,0.36
5.0,105420.0,0.388
5.0,228000.0,1.264
5.0,563136.0,0.226
5.0,560605.0,0.477
5.0,548277.0,0.208
5.0,550307.0,0.584
5.0,537982.0,1.663
5.0,156773.0,0.156
5.0,229902.0,1.734
5.0,271187.0,0.508
5.0,158706.0,0.703
5.0,108405.0,0.132
5.0,213120.0,1.317
5.0,452553.0,1.402
5.0,301653.0,0.116
5.0,564748.0,0.241
5.0,559682.0,1.582
5.0,268704.0,0.879
5.0,241990.0,0.95
5.0,307843.0,0.335
5.0,340759.0,0.381
5.0,195102.0,1.156
5.0,508906.0,1.031
5.0,306305.0,0.649
5.0,132100.0,1.158
5.0,339775.0,0.047
5.0,280292.0,1.471
5.0,216520.0,0.981
5.0,193958.0,1.617
5.0,148299.0,0.227
5.0,36736.0,0.426
5.0,37018.0,1.541
5.0,502116.0,1.5
5.0,234197.0,0.421
5.0,313706.0,0.792
5.0,526194.0,1.341
5.0,93318.0,0.982
5.0,12288.0,1.496
5.0,481709.0,1.108
5.0,380151.0,1.186
5.0,165823.0,1.034
5.0,539534.0,0.868
5.0,265209.0,3.046
5.0,162550.0,0.303
5.0,206772.0,0.728
5.0,215908.0,1.895
5.0,567870.0,1.612
5.0,163752.0,0.706
5.0,292761.0,1.323
5.0,356526.0,0.455
5.0,114957.0,0.116
5.0,177921.0,0.512
5.0,172754.0,0.92
5.0,524102.0,0.952
5.0,133357.0,1.519
5.0,465652.0,1.251
5.0,67997.0,1.97
5.0,159829.0,2.152
5.0,354080.0,0.311
5.0,211764.0,1.387
5.0,246398.0,0.535
5.0,151767.0,0.827
5.0,538457.0,0.464
5.0,499106.0,0.116
5.0,287545.0,0.679
5.0,310311.0,0.824
5.0,97365.0,0.678
5.0,543969.0,0.67
5.0,39209.0,1.175
5.0,417845.0,0.219
5.0,356763.0,0.108
5.0,152759.0,0.451
5.0,327914.0,1.174
5.0,399161.0,0.884
5.0,31600.0,0.481
5.0,162770.0,0.718
5.0,383417.0,0.67
5.0,519768.0,2.026
5.0,274779.0,1.102
5.0,367220.0,2.102
5.0,374589.0,0.133
5.0,146228.0,0.969
5.0,539378.0,0.705
5.0,394279.0,0.807
5.0,168633.0,0.626
5.0,270343.0,1.621
5.0,454610.0,2.974
5.0,548563.0,0.403
5.0,501859.0,1.384
5.0,386815.0,0.316
5.0,217483.0,0.831
5.0,232162.0,0.179
5.0,428700.0,0.491
5.0,129660.0,1.422
5.0,113128.0,0.336
5.0,515636.0,1.417
5.0,558616.0,0.659
5.0,24477.0,0.687
5.0,307638.0,0.785
5.0,544559.0,1.246
5.0,336665.0,1.138
5.0,154267.0,0.194
5.0,95565.0,1.343
5.0,127813.0,0.846
5.0,336394.0,1.46
5.0,211708.0,1.511
5.0,389821.0,1.317
5.0,82314.0,1.171
5.0,529348.0,0.537
5.0,532842.0,0.604
5.0,102059.0,1.053
5.0,105040.0,0.786
5.0,524685.0,0.404
5.0,159677.0,2.002
5.0,505358.0,0.312
5.0,88623.0,0.858
5.0,325741.0,1.253
5.0,415534.0,0.811
5.0,238782.0,0.468
5.0,313564.0,0.372
5.0,68060.0,1.98
5.0,332882.0,1.783
5.0,558695.0,0.216
5.0,38631.0,1.622
5.0,246758.0,0.24
5.0,49737.0,0.887
5.0,147721.0,0.399
5.0,249398.0,0.334
5.0,102054.0,1.045
5.0,371727.0,1.95
5.0,253452.0,1.738
5.0,131921.0,0.977
5.0,111828.0,1.661
5.0,365177.0,1.884
5.0,304317.0,1.483
5.0,57329.0,1.47
5.0,409986.0,0.46
5.0,531877.0,1.484
5.0,275162.0,1.81
5.0,321340.0,0.696
5.0,538318.0,0.0702
5.0,296415.0,1.345
5.0,195854.0,2.414
5.0,130577.0,0.0768
5.0,409486.0,0.523
5.0,88227.0,3.537
5.0,506699.0,1.499
5.0,96710.0,0.445
5.0,98416.0,0.451
5.0,28661.0,1.753
5.0,234642.0,1.999
5.0,544839.0,0.881
5.0,158677.0,1.005
5.0,429761.0,0.226
5.0,471244.0,1.594
5.0,139917.0,0.148
5.0,386899.0,0.397
5.0,523846.0,0.517
5.0,526604.0,0.563
5.0,60221.0,1.627
5.0,179961.0,0.962
5.0,112692.0,0.695
5.0,91671.0,1.059
5.0,158263.0,1.07
5.0,502622.0,0.672
5.0,407816.0,0.943
5.0,366549.0,0.786
5.0,197377.0,0.35
5.0,559792.0,0.607
5.0,32938.0,1.055
5.0,308956.0,0.365
5.0,42914.0,1.746
5.0,111306.0,0.767
5.0,556481.0,0.93
5.0,329254.0,1.929
5.0,237139.0,0.328
5.0,526079.0,0.858
5.0,254798.0,0.896
5.0,160027.0,1.212
5.0,352309.0,1.564
5.0,452455.0,1.466
5.0,348305.0,0.661
5.0,484962.0,0.559
5.0,382103.0,0.241
5.0,316341.0,0.333
5.0,376531.0,1.47
5.0,293039.0,0.329
5.0,548355.0,0.233
5.0,228045.0,1.434
5.0,38456.0,0.739
5.0,256500.0,0.819
5.0,283760.0,1.696
5.0,315690.0,0.337
5.0,124035.0,2.029
5.0,77085.0,0.903
5.0,23524.0,0.65
5.0,358090.0,0.519
5.0,76031.0,1.585
5.0,44929.0,1.073
5.0,191053.0,0.874
5.0,134033.0,1.378
5.0,260835.0,1.112
5.0,220283.0,0.676
5.0,82144.0,1.389
5.0,508964.0,0.784
5.0,567310.0,1.156
5.0,475473.0,1.436
5.0,131492.0,0.527
5.0,79465.0,0.992
5.0,561417.0,0.512
5.0,516955.0,1.175
5.0,442555.0,0.529
5.0,164525.0,0.179
5.0,35719.0,1.199
5.0,451617.0,0.75
5.0,295729.0,1.215
5.0,122581.0,0.739
5.0,309138.0,0.472
5.0,34663.0,0.248
5.0,120825.0,1.319
5.0,351388.0,0.53
5.0,187653.0,0.225
5.0,28974.0,1.109
5.0,372082.0,0.0939
5.0,434006.0,0.0867
5.0,256775.0,0.566
5.0,457549.0,1.971
5.0,51830.0,0.747
5.0,425217.0,0.804
5.0,327577.0,0.385
5.0,512632.0,0.559
5.0,271968.0,0.623
5.0,167342.0,0.186
5.0,155346.0,0.561
5.0,399175.0,0.994
5.0,423079.0,0.308
5.0,551121.0,1.054
5.0,236857.0,1.542
5.0,405229.0,0.54
5.0,427094.0,2.041
5.0,509151.0,0.955
5.0,236793.0,1.321
5.0,244969.0,0.499
5.0,233837.0,0.156
5.0,230745.0,1.097
5.0,243673.0,0.039
5.0,542502.0,0.994
5.0,413712.0,0.929
5.0,535782.0,0.828
5.0,538725.0,1.329
5.0,394552.0,0.412
5.0,199885.0,0.706
5.0,220071.0,0.426
5.0,405347.0,0.247
5.0,161490.0,0.923
5.0,231309.0,1.754
5.0,473400.0,2.314
5.0,459106.0,0.624
5.0,206106.0,2.129
5.0,252064.0,0.963
5.0,145843.0,0.138
5.0,77302.0,0.894
5.0,332827.0,1.978
5.0,547790.0,2.38
5.0,141483.0,0.661
5.0,112496.0,0.886
5.0,476276.0,0.108
5.0,260305.0,0.515
5.0,385561.0,0.585
5.0,126529.0,0.286
5.0,248724.0,0.154
5.0,313061.0,3.282
5.0,548743.0,1.092
5.0,210307.0,1.006
5.0,477004.0,0.271
5.0,538191.0,2.478
5.0,57172.0,1.71
5.0,530311.0,0.805
5.0,168524.0,0.489
5.0,550904.0,0.913
5.0,219329.0,0.816
5.0,295698.0,1.157
5.0,209394.0,1.798
5.0,118846.0,3.543
5.0,470443.0,0.877
5.0,196169.0,1.61
5.0,408639.0,0.941
5.0,255866.0,0.788
5.0,340609.0,1.472
5.0,356262.0,1.232
5.0,322266.0,0.297
5.0,483749.0,2.008
5.0,60813.0,1.905
5.0,84468.0,1.874
5.0,260024.0,1.112
